src,dst,rel,label
5889,3023,protein_protein,1
11289,8551,protein_protein,1
2882,6458,protein_protein,1
2465,193,protein_protein,1
431,6198,protein_protein,2
6392,5605,protein_protein,1
536,11180,protein_protein,1
4747,11474,protein_protein,1
6885,118,protein_protein,1
3212,7821,protein_protein,1
10033,10981,protein_protein,1
10150,5998,protein_protein,1
223,5785,protein_protein,1
7437,15842,protein_protein,1
1539,534,protein_protein,1
9969,2110,protein_protein,1
1414,11811,protein_protein,1
5713,15867,protein_protein,1
4544,14509,protein_protein,1
4622,5658,protein_protein,1
7680,15744,protein_protein,1
5398,2692,protein_protein,1
7614,358,protein_protein,1
12829,1126,protein_protein,1
662,6544,protein_protein,2
9696,3288,protein_protein,1
2724,14300,protein_protein,1
5265,7920,protein_protein,1
637,6595,protein_protein,1
7521,1336,protein_protein,1
11303,12338,protein_protein,1
749,15070,protein_protein,1
4231,15834,protein_protein,1
14575,11678,protein_protein,1
11040,1536,protein_protein,1
431,12819,protein_protein,2
8768,10842,protein_protein,1
7939,5242,protein_protein,1
11802,11806,protein_protein,1
6305,4123,protein_protein,1
8057,601,protein_protein,1
7,7379,protein_protein,1
7344,4993,protein_protein,2
4019,256,protein_protein,1
2573,2079,protein_protein,2
683,11314,protein_protein,1
5392,6359,protein_protein,1
11914,4459,protein_protein,1
6,6652,protein_protein,1
2984,12264,protein_protein,1
6337,15492,protein_protein,1
4895,8741,protein_protein,1
829,5556,protein_protein,1
2799,7463,protein_protein,1
5354,13760,protein_protein,1
3795,15730,protein_protein,1
4515,1245,protein_protein,1
12240,2524,protein_protein,1
167,333,protein_protein,1
3659,16945,protein_protein,1
2142,14832,protein_protein,1
11307,9361,protein_protein,1
1066,12012,protein_protein,1
12313,16557,protein_protein,1
6413,5252,protein_protein,1
1635,17789,protein_protein,2
3510,8097,protein_protein,1
6531,2359,protein_protein,2
5909,126,protein_protein,1
4200,6525,protein_protein,2
336,240,protein_protein,1
5909,15377,protein_protein,1
6942,11551,protein_protein,1
5753,8570,protein_protein,1
1692,622,protein_protein,2
1466,2239,protein_protein,1
7990,15357,protein_protein,1
605,9228,protein_protein,2
5304,11105,protein_protein,1
7583,1129,protein_protein,1
13155,3220,protein_protein,1
212,8552,protein_protein,1
11977,9379,protein_protein,1
5621,14475,protein_protein,1
4229,2764,protein_protein,1
10638,11307,protein_protein,1
3082,6870,protein_protein,1
431,8080,protein_protein,2
6629,7683,protein_protein,1
7607,16544,protein_protein,1
7892,6903,protein_protein,1
7916,17003,protein_protein,1
6829,12620,protein_protein,1
185,7487,protein_protein,1
7231,521,protein_protein,1
6418,16105,protein_protein,1
6466,2968,protein_protein,1
662,16837,protein_protein,2
13757,3826,protein_protein,1
404,6648,protein_protein,2
1783,131,protein_protein,1
3704,13552,protein_protein,1
830,3879,protein_protein,1
3643,12249,protein_protein,1
605,10235,protein_protein,2
1309,11309,protein_protein,1
1436,12412,protein_protein,1
6354,15318,protein_protein,1
662,11703,protein_protein,2
11472,11346,protein_protein,1
12144,7286,protein_protein,1
1066,14312,protein_protein,1
12040,16214,protein_protein,1
7447,4322,protein_protein,1
13066,12030,protein_protein,1
1944,6783,protein_protein,1
13241,13155,protein_protein,1
14203,11558,protein_protein,1
899,862,protein_protein,1
9880,3980,protein_protein,1
7461,12270,protein_protein,1
10307,18055,protein_protein,1
7443,7393,protein_protein,1
1414,366,protein_protein,1
2956,4899,protein_protein,1
11909,6096,protein_protein,1
27,10284,protein_protein,1
2990,14257,protein_protein,1
6935,666,protein_protein,1
6716,6108,protein_protein,1
1434,75,protein_protein,1
3369,7776,protein_protein,1
718,14848,protein_protein,1
1935,10905,protein_protein,1
6657,14683,protein_protein,1
4677,5769,protein_protein,1
6331,1313,protein_protein,1
2229,1804,protein_protein,1
6039,8806,protein_protein,1
620,23,protein_protein,1
229,3559,protein_protein,1
263,8200,protein_protein,1
7351,7602,protein_protein,2
864,10883,protein_protein,1
2967,8000,protein_protein,1
298,51,protein_protein,1
9442,981,protein_protein,1
8390,7767,protein_protein,1
3323,9002,protein_protein,1
2788,7722,protein_protein,1
876,12322,protein_protein,1
3188,2404,protein_protein,1
3159,3384,protein_protein,1
8513,4201,protein_protein,1
1115,6823,protein_protein,1
7170,3336,protein_protein,1
12580,5051,protein_protein,1
4895,1869,protein_protein,1
1066,8627,protein_protein,1
6170,12226,protein_protein,1
1772,6196,protein_protein,1
8227,11915,protein_protein,1
8957,5420,protein_protein,1
12460,12280,protein_protein,1
10401,7154,protein_protein,1
6,894,protein_protein,1
1277,2657,protein_protein,1
2515,11040,protein_protein,1
6548,6731,protein_protein,2
12755,12160,protein_protein,1
7018,426,protein_protein,1
662,9718,protein_protein,2
973,6023,protein_protein,1
1141,894,protein_protein,1
3313,6424,protein_protein,1
10587,16385,protein_protein,1
96,5831,protein_protein,1
4746,6613,protein_protein,1
1772,4042,protein_protein,1
3892,4322,protein_protein,1
5837,18395,protein_protein,1
1949,10942,protein_protein,1
2616,9459,protein_protein,2
5456,9489,protein_protein,1
982,461,protein_protein,1
2828,6565,protein_protein,2
787,7936,protein_protein,1
14013,3563,protein_protein,1
12615,181,protein_protein,1
5841,2874,protein_protein,1
6544,7818,protein_protein,1
4259,4557,protein_protein,1
1504,7310,protein_protein,1
7682,14463,protein_protein,1
1940,8044,protein_protein,1
5534,10451,protein_protein,1
7505,15107,protein_protein,1
12378,16609,protein_protein,1
81,4432,protein_protein,1
701,973,protein_protein,1
6952,11563,protein_protein,1
6616,6624,protein_protein,2
13014,10223,protein_protein,1
8314,13262,protein_protein,1
3993,3228,protein_protein,2
8517,10643,protein_protein,1
3838,1488,protein_protein,1
2122,3359,protein_protein,1
431,16734,protein_protein,1
978,391,protein_protein,1
1892,333,protein_protein,1
9297,3000,protein_protein,1
202,12322,protein_protein,1
15199,759,protein_protein,1
1066,162,protein_protein,1
7565,6098,protein_protein,1
7377,15514,protein_protein,1
8402,10027,protein_protein,1
8768,10249,protein_protein,1
2828,6715,protein_protein,2
8459,16936,protein_protein,1
5766,4459,protein_protein,1
3234,8777,protein_protein,1
5721,891,protein_protein,1
8727,11469,protein_protein,1
6131,6251,protein_protein,1
576,15842,protein_protein,1
5814,12216,protein_protein,1
2005,17564,protein_protein,1
912,16909,protein_protein,1
11702,2994,protein_protein,1
1421,6094,protein_protein,1
8544,9459,protein_protein,1
5515,3583,protein_protein,1
1395,601,protein_protein,1
1778,10935,protein_protein,1
7225,13173,protein_protein,1
8926,4213,protein_protein,1
11906,2588,protein_protein,1
12340,5778,protein_protein,1
402,8147,protein_protein,1
1656,1941,protein_protein,1
187,14838,protein_protein,1
11175,6856,protein_protein,1
8373,3653,protein_protein,1
4839,12320,protein_protein,1
14971,6711,protein_protein,1
1490,4139,protein_protein,1
303,14774,protein_protein,2
3317,14161,protein_protein,1
12328,8534,protein_protein,1
6324,10139,protein_protein,1
14036,5999,protein_protein,1
813,7357,protein_protein,2
5847,83,protein_protein,1
973,2011,protein_protein,1
6173,7756,protein_protein,1
1296,7463,protein_protein,1
2840,6909,protein_protein,1
5907,13794,protein_protein,1
1472,2848,protein_protein,1
8727,9360,protein_protein,1
6302,17364,protein_protein,1
206,42,protein_protein,1
2269,12233,protein_protein,1
3867,9506,protein_protein,1
6209,8713,protein_protein,1
6557,2399,protein_protein,2
8517,1033,protein_protein,1
4943,9018,protein_protein,1
8170,1424,protein_protein,1
1296,1809,protein_protein,1
4832,9422,protein_protein,1
8887,7804,protein_protein,1
9646,596,protein_protein,1
8009,9986,protein_protein,1
1174,6459,protein_protein,1
5290,5997,protein_protein,1
334,6909,protein_protein,1
934,15399,protein_protein,1
12812,13477,protein_protein,1
12328,9455,protein_protein,1
960,6777,protein_protein,1
13129,4231,protein_protein,1
9137,1757,protein_protein,1
3891,12170,protein_protein,1
4912,16521,protein_protein,1
6557,6584,protein_protein,2
2079,529,protein_protein,1
1189,6741,protein_protein,2
431,11422,protein_protein,2
7224,6280,protein_protein,1
12325,4287,protein_protein,1
1638,8905,protein_protein,1
2570,14400,protein_protein,1
7376,5777,protein_protein,1
909,417,protein_protein,1
10285,121,protein_protein,1
6997,7414,protein_protein,1
4139,3665,protein_protein,1
11177,5461,protein_protein,1
13773,2167,protein_protein,1
7120,13793,protein_protein,1
1795,6738,protein_protein,1
933,12898,protein_protein,1
7138,6520,protein_protein,1
7109,6933,protein_protein,1
9197,7521,protein_protein,1
185,7751,protein_protein,1
12154,1371,protein_protein,1
8842,4260,protein_protein,1
1007,6023,protein_protein,1
1681,16156,protein_protein,1
943,3605,protein_protein,1
9729,4611,protein_protein,1
964,7650,protein_protein,1
10544,10145,protein_protein,1
3023,1317,protein_protein,1
872,5740,protein_protein,1
3501,11228,protein_protein,1
9462,11016,protein_protein,1
11461,11461,protein_protein,1
6835,16327,protein_protein,1
3301,14602,protein_protein,1
5840,6092,protein_protein,2
8162,1656,protein_protein,1
13151,11697,protein_protein,1
3502,15913,protein_protein,1
8748,7323,protein_protein,1
2525,12574,protein_protein,1
1956,16840,protein_protein,1
2994,151,protein_protein,1
8491,3243,protein_protein,1
9256,2059,protein_protein,1
11793,866,protein_protein,1
2322,2924,protein_protein,1
2592,8759,protein_protein,1
12432,17052,protein_protein,1
463,5068,protein_protein,1
6096,10704,protein_protein,1
230,10292,protein_protein,1
10192,7748,protein_protein,1
2274,1208,protein_protein,1
2142,246,protein_protein,1
13829,11473,protein_protein,1
11613,3011,protein_protein,1
1492,7316,protein_protein,2
643,5821,protein_protein,1
14203,4665,protein_protein,1
9596,1704,protein_protein,1
76,1900,protein_protein,1
949,14661,protein_protein,1
7323,15360,protein_protein,2
6223,1661,protein_protein,1
2620,5051,protein_protein,1
955,10360,protein_protein,2
2525,15554,protein_protein,1
1707,11364,protein_protein,2
185,9111,protein_protein,2
9898,7274,protein_protein,1
10403,11029,protein_protein,1
8236,10126,protein_protein,1
7201,11782,protein_protein,1
1059,5982,protein_protein,1
9728,6643,protein_protein,1
10330,8266,protein_protein,1
862,6703,protein_protein,1
10970,11057,protein_protein,1
818,7788,protein_protein,1
12053,6364,protein_protein,1
3623,14978,protein_protein,1
644,18809,protein_protein,2
216,13884,protein_protein,1
6708,6549,protein_protein,1
10012,11051,protein_protein,1
6693,74,protein_protein,1
726,1232,protein_protein,1
431,6886,protein_protein,1
12380,4815,protein_protein,1
6128,488,protein_protein,2
1977,4579,protein_protein,1
12340,3605,protein_protein,1
829,11621,protein_protein,1
971,4377,protein_protein,1
7274,10321,protein_protein,2
2482,12871,protein_protein,1
7201,90,protein_protein,1
9942,17246,protein_protein,1
4207,10832,protein_protein,1
7225,8468,protein_protein,1
722,7977,protein_protein,1
5446,15363,protein_protein,1
3700,1248,protein_protein,1
4394,827,protein_protein,1
2119,4757,protein_protein,1
2060,7323,protein_protein,1
662,17027,protein_protein,2
6639,5462,protein_protein,1
7358,13080,protein_protein,1
8039,699,protein_protein,1
8880,9174,protein_protein,1
5814,6054,protein_protein,1
431,4177,protein_protein,2
8884,9350,protein_protein,1
3707,2933,protein_protein,1
7153,10978,protein_protein,1
13062,631,protein_protein,1
1439,6668,protein_protein,1
824,2235,protein_protein,1
5797,12076,protein_protein,1
7981,7481,protein_protein,1
6299,6108,protein_protein,1
8048,769,protein_protein,1
6571,6613,protein_protein,2
971,3382,protein_protein,1
7938,6682,protein_protein,1
5155,6541,protein_protein,1
1364,2244,protein_protein,1
42,10268,protein_protein,1
2022,15491,protein_protein,1
1903,2257,protein_protein,1
1003,9619,protein_protein,1
1961,1147,protein_protein,1
1263,2226,protein_protein,1
3491,165,protein_protein,1
231,919,protein_protein,1
8672,7010,protein_protein,1
3491,6611,protein_protein,1
4740,12056,protein_protein,1
2316,806,protein_protein,1
10463,10802,protein_protein,1
2989,18363,protein_protein,1
10001,10802,protein_protein,1
1235,6471,protein_protein,1
1414,6184,protein_protein,1
2449,10014,protein_protein,1
3014,5802,protein_protein,1
2412,16964,protein_protein,1
8350,1279,protein_protein,1
5527,11891,protein_protein,1
470,6435,protein_protein,1
3905,15412,protein_protein,1
8107,1112,protein_protein,1
2009,12139,protein_protein,1
3665,1677,protein_protein,2
11132,3878,protein_protein,1
923,3310,protein_protein,1
7547,1998,protein_protein,1
4805,3206,protein_protein,1
1031,14644,protein_protein,1
7786,1317,protein_protein,1
2145,12323,protein_protein,1
13940,7804,protein_protein,1
3302,5801,protein_protein,1
1638,10211,protein_protein,1
4668,1149,protein_protein,1
12061,6711,protein_protein,1
5558,2136,protein_protein,1
7402,3891,protein_protein,1
525,6354,protein_protein,1
4389,13820,protein_protein,1
824,17438,protein_protein,1
15989,10570,protein_protein,1
8119,6997,protein_protein,1
12321,218,protein_protein,1
2365,12050,protein_protein,1
8437,3577,protein_protein,1
742,12899,protein_protein,1
7434,9334,protein_protein,1
5780,12771,protein_protein,1
5780,9519,protein_protein,1
2608,1883,protein_protein,1
337,10269,protein_protein,1
12521,12249,protein_protein,1
6155,361,protein_protein,2
1686,5975,protein_protein,1
11957,12776,protein_protein,1
431,10081,protein_protein,2
601,812,protein_protein,1
81,15864,protein_protein,1
7709,9700,protein_protein,1
8011,600,protein_protein,1
6698,15664,protein_protein,1
1435,536,protein_protein,1
6787,781,protein_protein,1
80,13896,protein_protein,1
7589,7800,protein_protein,1
935,8042,protein_protein,1
5973,16528,protein_protein,1
7329,689,protein_protein,2
955,14688,protein_protein,2
13399,16835,protein_protein,1
10538,16796,protein_protein,1
1026,8552,protein_protein,1
2009,11840,protein_protein,1
6562,134,protein_protein,1
8271,6646,protein_protein,1
12325,14959,protein_protein,1
7405,4844,protein_protein,1
9635,11029,protein_protein,1
6693,11482,protein_protein,1
6013,6172,protein_protein,1
3722,6087,protein_protein,1
3230,2859,protein_protein,1
11232,10677,protein_protein,1
7547,11895,protein_protein,1
11681,6870,protein_protein,1
4349,2145,protein_protein,2
11681,1944,protein_protein,1
3314,15461,protein_protein,1
4308,11724,protein_protein,1
13593,5402,protein_protein,1
9639,1672,protein_protein,1
5780,8124,protein_protein,1
431,18073,protein_protein,2
5889,8838,protein_protein,1
8170,4747,protein_protein,1
8727,14037,protein_protein,1
6418,7975,protein_protein,1
6554,154,protein_protein,1
7894,601,protein_protein,1
646,13054,protein_protein,1
16055,10941,protein_protein,1
11909,12233,protein_protein,1
1867,1373,protein_protein,1
722,11181,protein_protein,1
10800,18109,protein_protein,1
8563,5563,protein_protein,1
42,587,protein_protein,2
12987,3279,protein_protein,1
1414,1424,protein_protein,1
790,365,protein_protein,1
555,7717,protein_protein,1
6521,2828,protein_protein,2
6039,4322,protein_protein,1
9117,11051,protein_protein,1
1620,5019,protein_protein,1
1975,5900,protein_protein,1
14210,12898,protein_protein,1
578,7584,protein_protein,1
5205,2681,protein_protein,1
1923,1631,protein_protein,2
1249,1143,protein_protein,1
6049,7207,protein_protein,1
2968,16132,protein_protein,1
6526,6601,protein_protein,2
3815,5580,protein_protein,1
7225,14017,protein_protein,1
7225,3312,protein_protein,1
1029,7930,protein_protein,1
7358,17778,protein_protein,1
12313,8118,protein_protein,1
1029,2257,protein_protein,1
6454,8549,protein_protein,1
5638,12284,protein_protein,1
8600,7850,protein_protein,1
2507,6688,protein_protein,1
12192,553,protein_protein,1
12478,9728,protein_protein,1
8842,3068,protein_protein,1
14267,8800,protein_protein,1
1048,1212,protein_protein,2
3563,1066,protein_protein,1
7323,5090,protein_protein,1
11689,11366,protein_protein,1
7099,2143,protein_protein,1
1439,6163,protein_protein,1
4676,7846,protein_protein,1
3436,10776,protein_protein,1
853,2145,protein_protein,1
6295,6064,protein_protein,1
1090,7627,protein_protein,1
6219,58,protein_protein,1
644,4372,protein_protein,2
1537,5755,protein_protein,1
2140,1121,protein_protein,1
2616,13319,protein_protein,2
565,5672,protein_protein,1
382,8595,protein_protein,1
4201,15128,protein_protein,1
6726,12195,protein_protein,1
8748,9287,protein_protein,1
185,3503,protein_protein,1
7591,11250,protein_protein,1
3671,16972,protein_protein,1
80,2521,protein_protein,1
6886,4672,protein_protein,1
2616,14109,protein_protein,2
7224,12288,protein_protein,1
7201,6569,protein_protein,1
6330,4231,protein_protein,1
1686,1318,protein_protein,1
5503,11726,protein_protein,1
3751,260,protein_protein,1
11392,4007,protein_protein,1
11472,11613,protein_protein,1
5156,6579,protein_protein,1
1983,7530,protein_protein,1
13371,14661,protein_protein,1
12284,9342,protein_protein,1
7099,11316,protein_protein,1
824,6761,protein_protein,2
1309,5603,protein_protein,1
7452,10928,protein_protein,1
6209,829,protein_protein,1
5239,8965,protein_protein,1
185,5726,protein_protein,2
7721,10939,protein_protein,1
132,6812,protein_protein,1
6519,6029,protein_protein,1
8227,8551,protein_protein,1
4520,7966,protein_protein,1
2896,12284,protein_protein,1
2971,12429,protein_protein,1
5323,2080,protein_protein,1
6199,92,protein_protein,1
1521,6145,protein_protein,1
1669,13611,protein_protein,1
8904,17588,protein_protein,1
185,11286,protein_protein,2
6345,5104,protein_protein,1
11994,551,protein_protein,1
5909,4183,protein_protein,1
9684,10100,protein_protein,1
9051,391,protein_protein,1
5054,3424,protein_protein,1
7421,2644,protein_protein,1
7115,3653,protein_protein,1
2968,3665,protein_protein,1
1158,4091,protein_protein,1
5505,7922,protein_protein,1
13860,14801,protein_protein,1
1067,444,protein_protein,1
13119,14362,protein_protein,1
12442,160,protein_protein,1
818,1478,protein_protein,1
11986,7908,protein_protein,1
37,6663,protein_protein,2
12432,14446,protein_protein,1
96,14813,protein_protein,1
2232,7376,protein_protein,1
13171,1538,protein_protein,1
2616,10879,protein_protein,2
7420,12246,protein_protein,1
769,12154,protein_protein,1
7321,3887,protein_protein,2
7147,5055,protein_protein,1
6418,16484,protein_protein,1
6683,2146,protein_protein,1
10048,3562,protein_protein,1
415,418,protein_protein,1
8842,3792,protein_protein,1
9637,6424,protein_protein,1
6307,12284,protein_protein,1
7355,7350,protein_protein,2
13970,4467,protein_protein,1
7153,7920,protein_protein,1
337,7819,protein_protein,1
6223,6471,protein_protein,1
5856,1012,protein_protein,1
360,7251,protein_protein,1
6748,1940,protein_protein,1
3183,1468,protein_protein,1
4836,12464,protein_protein,1
5366,6049,protein_protein,2
11879,2099,protein_protein,1
431,7482,protein_protein,2
398,16412,protein_protein,1
470,857,protein_protein,1
1817,15770,protein_protein,1
6713,526,protein_protein,1
5772,6689,protein_protein,2
7310,4210,protein_protein,2
7099,15573,protein_protein,1
337,586,protein_protein,1
5400,11798,protein_protein,1
7153,6251,protein_protein,1
6544,7932,protein_protein,1
9239,12634,protein_protein,1
6655,6641,protein_protein,2
4247,15572,protein_protein,1
2758,6524,protein_protein,1
795,7465,protein_protein,1
429,11819,protein_protein,1
2616,2730,protein_protein,2
9422,2515,protein_protein,1
1747,8472,protein_protein,1
5916,12260,protein_protein,1
6498,3372,protein_protein,1
7195,3633,protein_protein,1
2225,9703,protein_protein,1
6698,4731,protein_protein,1
5156,15766,protein_protein,1
308,4246,protein_protein,1
7344,2814,protein_protein,1
2616,9019,protein_protein,2
6305,11649,protein_protein,1
7760,11180,protein_protein,1
281,6143,protein_protein,1
1681,1646,protein_protein,1
1406,4747,protein_protein,1
1737,6725,protein_protein,1
9600,10993,protein_protein,1
313,3701,protein_protein,1
2285,10926,protein_protein,1
5275,4580,protein_protein,1
3015,8028,protein_protein,1
2982,16472,protein_protein,1
2206,6786,protein_protein,1
1041,6176,protein_protein,1
6305,5518,protein_protein,1
8918,1082,protein_protein,1
5517,2706,protein_protein,1
11233,95,protein_protein,1
5855,3637,protein_protein,1
1059,5919,protein_protein,1
384,5204,protein_protein,1
6352,5019,protein_protein,1
2333,4486,protein_protein,1
3344,1610,protein_protein,1
6774,3544,protein_protein,1
4322,2744,protein_protein,1
1051,17025,protein_protein,1
9038,1985,protein_protein,1
4536,12197,protein_protein,1
3993,6577,protein_protein,2
3165,15580,protein_protein,1
7153,740,protein_protein,1
3603,12434,protein_protein,1
1772,14525,protein_protein,1
9564,1044,protein_protein,1
1537,9512,protein_protein,1
5845,5753,protein_protein,1
263,8040,protein_protein,1
2569,9062,protein_protein,1
5581,6490,protein_protein,1
2011,2151,protein_protein,1
8748,7885,protein_protein,1
12458,1728,protein_protein,1
1004,8020,protein_protein,1
458,7201,protein_protein,1
905,781,protein_protein,1
1772,17345,protein_protein,1
8371,769,protein_protein,1
2269,5715,protein_protein,1
9256,6553,protein_protein,1
643,5118,protein_protein,1
2007,3375,protein_protein,1
12829,891,protein_protein,1
3272,2067,protein_protein,1
12559,16103,protein_protein,1
6144,8225,protein_protein,1
2640,4248,protein_protein,1
2269,10205,protein_protein,1
10198,10841,protein_protein,1
14500,15600,protein_protein,1
1232,2933,protein_protein,1
5845,11564,protein_protein,1
12303,6684,protein_protein,1
379,6429,protein_protein,1
75,14919,protein_protein,1
6581,3506,protein_protein,1
1779,11798,protein_protein,1
11848,7315,protein_protein,1
9676,10756,protein_protein,1
2204,13181,protein_protein,1
2290,2359,protein_protein,2
6583,4349,protein_protein,2
7100,6198,protein_protein,1
5096,5062,protein_protein,1
8107,1789,protein_protein,1
1582,6708,protein_protein,1
6594,15876,protein_protein,1
4308,16939,protein_protein,1
8651,1026,protein_protein,1
11252,7614,protein_protein,1
790,13722,protein_protein,1
2686,4948,protein_protein,1
6302,13394,protein_protein,1
858,1681,protein_protein,1
4017,6600,protein_protein,1
10340,10178,protein_protein,1
7140,17683,protein_protein,1
7173,646,protein_protein,1
5366,4581,protein_protein,2
53,2784,protein_protein,1
1059,1729,protein_protein,1
6718,11563,protein_protein,1
205,229,protein_protein,1
7928,2906,protein_protein,1
1468,3630,protein_protein,1
4083,1911,protein_protein,1
10091,5833,protein_protein,1
11314,10434,protein_protein,1
644,2535,protein_protein,2
6942,6446,protein_protein,1
71,13464,protein_protein,1
7695,3006,protein_protein,1
4747,4250,protein_protein,1
2063,9703,protein_protein,1
12036,7683,protein_protein,1
7919,599,protein_protein,1
47,171,protein_protein,1
417,12620,protein_protein,1
5913,6676,protein_protein,2
982,505,protein_protein,1
594,1672,protein_protein,1
14259,1445,protein_protein,1
1964,1540,protein_protein,1
9349,10832,protein_protein,1
3006,12658,protein_protein,1
12741,12456,protein_protein,1
891,16465,protein_protein,1
4951,10329,protein_protein,1
1739,11278,protein_protein,1
2888,837,protein_protein,1
1585,12112,protein_protein,1
7323,12704,protein_protein,1
132,7668,protein_protein,1
7323,12216,protein_protein,1
9577,6334,protein_protein,1
955,16452,protein_protein,2
971,1120,protein_protein,1
1367,7539,protein_protein,1
13939,1718,protein_protein,1
89,6472,protein_protein,1
7461,4250,protein_protein,1
16197,3700,protein_protein,1
4746,330,protein_protein,1
7004,11515,protein_protein,1
2001,5932,protein_protein,1
6511,6511,protein_protein,1
921,601,protein_protein,1
999,14081,protein_protein,1
973,564,protein_protein,1
3489,6566,protein_protein,1
2917,4619,protein_protein,1
1769,3359,protein_protein,1
7011,10584,protein_protein,1
7664,11618,protein_protein,1
4143,11051,protein_protein,1
684,6289,protein_protein,1
12124,2485,protein_protein,1
7901,15498,protein_protein,1
2083,4603,protein_protein,1
8590,10297,protein_protein,1
1942,1143,protein_protein,1
6776,6729,protein_protein,1
3878,2318,protein_protein,1
4385,2900,protein_protein,1
5877,5870,protein_protein,1
3918,6835,protein_protein,1
8727,369,protein_protein,1
2061,915,protein_protein,1
3260,328,protein_protein,1
4522,2009,protein_protein,2
4895,135,protein_protein,1
6412,3051,protein_protein,1
3456,5888,protein_protein,1
417,1017,protein_protein,1
7067,12112,protein_protein,1
10638,6589,protein_protein,1
712,5142,protein_protein,1
1575,11913,protein_protein,1
12670,741,protein_protein,1
6594,12346,protein_protein,1
9051,168,protein_protein,1
4912,48,protein_protein,1
5505,4309,protein_protein,1
578,10013,protein_protein,1
13691,14352,protein_protein,1
1899,808,protein_protein,1
2919,5239,protein_protein,1
6835,6153,protein_protein,1
90,11495,protein_protein,1
870,6670,protein_protein,2
13526,11416,protein_protein,1
1565,5328,protein_protein,1
6242,16313,protein_protein,1
15451,13357,protein_protein,1
4576,6585,protein_protein,2
1636,5989,protein_protein,1
1414,6776,protein_protein,1
8511,5029,protein_protein,1
3781,2763,protein_protein,1
1611,7274,protein_protein,1
3903,1346,protein_protein,1
4395,4039,protein_protein,1
6562,6562,protein_protein,2
617,9969,protein_protein,1
342,6698,protein_protein,1
1772,9117,protein_protein,1
337,4177,protein_protein,1
9115,10933,protein_protein,1
5795,5969,protein_protein,1
47,242,protein_protein,1
2051,6707,protein_protein,1
10221,5668,protein_protein,1
2994,798,protein_protein,1
2853,15179,protein_protein,1
7358,7852,protein_protein,1
13890,3180,protein_protein,1
3529,18012,protein_protein,1
3901,9704,protein_protein,1
3527,3437,protein_protein,1
431,6379,protein_protein,2
8864,10185,protein_protein,1
229,11117,protein_protein,1
9365,6645,protein_protein,1
811,3184,protein_protein,1
663,2485,protein_protein,1
11867,8612,protein_protein,1
6324,4629,protein_protein,1
393,3021,protein_protein,1
2335,16899,protein_protein,1
7153,15516,protein_protein,1
10837,1673,protein_protein,1
829,7936,protein_protein,1
10613,13919,protein_protein,1
6657,6657,protein_protein,2
3592,725,protein_protein,1
6563,6650,protein_protein,1
5813,1645,protein_protein,1
6233,7575,protein_protein,1
12043,1661,protein_protein,1
858,5657,protein_protein,1
7342,1621,protein_protein,1
4198,1041,protein_protein,1
375,8851,protein_protein,1
7691,443,protein_protein,1
2692,5802,protein_protein,1
3378,256,protein_protein,1
10984,18416,protein_protein,1
2616,7420,protein_protein,2
311,1819,protein_protein,1
9116,7258,protein_protein,1
431,11872,protein_protein,2
782,10624,protein_protein,1
3001,6581,protein_protein,1
7153,4395,protein_protein,1
8183,7205,protein_protein,1
2330,12278,protein_protein,1
2616,8467,protein_protein,2
9266,11095,protein_protein,1
2616,10112,protein_protein,2
1822,1868,protein_protein,1
7704,3416,protein_protein,1
6267,12269,protein_protein,1
856,4771,protein_protein,1
1734,8479,protein_protein,1
2756,6399,protein_protein,2
748,16261,protein_protein,1
3625,11713,protein_protein,1
2762,1193,protein_protein,1
6289,8042,protein_protein,1
9030,3231,protein_protein,1
13515,11843,protein_protein,1
7127,6018,protein_protein,1
2290,17423,protein_protein,1
14922,11650,protein_protein,1
3288,6213,protein_protein,1
1141,8015,protein_protein,1
7564,10331,protein_protein,1
5501,10826,protein_protein,1
2434,778,protein_protein,1
13054,10480,protein_protein,1
11343,8224,protein_protein,1
5713,16610,protein_protein,1
623,6286,protein_protein,1
646,7664,protein_protein,1
6770,7717,protein_protein,1
7075,2366,protein_protein,1
879,6586,protein_protein,1
7665,7665,protein_protein,1
11532,8713,protein_protein,1
1934,6130,protein_protein,1
103,1820,protein_protein,1
230,7459,protein_protein,1
625,14798,protein_protein,1
1361,270,protein_protein,1
5515,13,protein_protein,1
712,11065,protein_protein,1
9023,9933,protein_protein,1
1141,1395,protein_protein,1
1357,4747,protein_protein,1
9412,15140,protein_protein,1
2636,16062,protein_protein,1
11397,11197,protein_protein,1
720,13251,protein_protein,1
6700,6741,protein_protein,2
3060,3736,protein_protein,1
8373,11007,protein_protein,1
11521,15944,protein_protein,1
1439,15384,protein_protein,1
8935,538,protein_protein,1
9694,10320,protein_protein,1
1269,9902,protein_protein,1
7745,14850,protein_protein,1
2998,6961,protein_protein,1
525,856,protein_protein,1
2269,12258,protein_protein,1
7304,6883,protein_protein,1
11946,7629,protein_protein,2
9458,3139,protein_protein,1
5026,6023,protein_protein,1
2333,3581,protein_protein,1
11228,9042,protein_protein,1
909,2261,protein_protein,1
1681,1109,protein_protein,1
1863,8364,protein_protein,1
3133,4374,protein_protein,1
431,1224,protein_protein,2
431,16329,protein_protein,2
1583,6059,protein_protein,1
5595,8759,protein_protein,1
12467,12193,protein_protein,1
12278,11973,protein_protein,1
2616,11517,protein_protein,2
2239,5055,protein_protein,1
1851,4983,protein_protein,1
